Complexity metrics,terça, 7 nov. 2023 10:24:59 WET
Method,CogC,ev(G),iv(G),v(G)
net.sf.freecol.common.sound.OggVorbisDecoderFactory.OggStream.getInput(),3,1,3,4
net.sf.freecol.common.sound.OggVorbisDecoderFactory.OggStream.getPage(),6,3,2,5
net.sf.freecol.common.sound.OggVorbisDecoderFactory.OggStream.read(),1,1,1,2
net.sf.freecol.common.sound.OggVorbisDecoderFactory.OggStream.read(byte[]),0,1,1,1
"net.sf.freecol.common.sound.OggVorbisDecoderFactory.OggStream.read(byte[], int)",12,5,3,7
net.sf.freecol.common.sound.OggVorbisDecoderFactory.OggStream.reset(),0,1,1,1
net.sf.freecol.common.sound.OggVorbisDecoderFactory.OggStream.skip(long),11,5,3,6
net.sf.freecol.common.sound.OggVorbisDecoderFactory.OggVorbisAudioInputStream.OggVorbisAudioInputStream(OggStream),0,1,1,1
net.sf.freecol.common.sound.OggVorbisDecoderFactory.OggVorbisAudioInputStream.available(),0,1,1,1
net.sf.freecol.common.sound.OggVorbisDecoderFactory.OggVorbisAudioInputStream.close(),0,1,1,1
net.sf.freecol.common.sound.OggVorbisDecoderFactory.OggVorbisAudioInputStream.getFormat(),0,1,1,1
net.sf.freecol.common.sound.OggVorbisDecoderFactory.OggVorbisAudioInputStream.mark(int),0,1,1,1
net.sf.freecol.common.sound.OggVorbisDecoderFactory.OggVorbisAudioInputStream.markSupported(),0,1,1,1
net.sf.freecol.common.sound.OggVorbisDecoderFactory.OggVorbisAudioInputStream.read(),0,1,1,1
net.sf.freecol.common.sound.OggVorbisDecoderFactory.OggVorbisAudioInputStream.read(byte[]),0,1,1,1
"net.sf.freecol.common.sound.OggVorbisDecoderFactory.OggVorbisAudioInputStream.read(byte[], int)",0,1,1,1
net.sf.freecol.common.sound.OggVorbisDecoderFactory.OggVorbisAudioInputStream.reset(),0,1,1,1
net.sf.freecol.common.sound.OggVorbisDecoderFactory.OggVorbisAudioInputStream.skip(long),0,1,1,1
net.sf.freecol.common.sound.OggVorbisDecoderFactory.OggVorbisDecoderFactory(),0,1,1,1
net.sf.freecol.common.sound.OggVorbisDecoderFactory.getOggStream(File),0,1,1,1
"net.sf.freecol.common.sound.SoundPlayer.SoundPlayer(AudioMixerOption, PercentageOption)",0,1,1,1
net.sf.freecol.common.sound.SoundPlayer.SoundPlayerThread.SoundPlayerThread(),0,1,1,1
net.sf.freecol.common.sound.SoundPlayer.SoundPlayerThread.add(File),0,1,1,1
net.sf.freecol.common.sound.SoundPlayer.SoundPlayerThread.playSound(File),5,2,5,6
net.sf.freecol.common.sound.SoundPlayer.SoundPlayerThread.remove(),1,1,2,2
net.sf.freecol.common.sound.SoundPlayer.SoundPlayerThread.run(),12,1,6,6
net.sf.freecol.common.sound.SoundPlayer.SoundPlayerThread.stopPlaying(),0,1,1,1
"net.sf.freecol.common.sound.SoundPlayer.changeVolume(SourceDataLine, int)",9,2,6,8
net.sf.freecol.common.sound.SoundPlayer.getAudioInputStream(File),4,2,2,3
net.sf.freecol.common.sound.SoundPlayer.getMixer(),0,1,1,1
net.sf.freecol.common.sound.SoundPlayer.getVolume(),0,1,1,1
"net.sf.freecol.common.sound.SoundPlayer.openLine(AudioFormat, Mixer, int)",3,3,4,4
net.sf.freecol.common.sound.SoundPlayer.playOnce(File),1,2,1,2
net.sf.freecol.common.sound.SoundPlayer.setDefaultPlaylist(File...),0,1,1,1
net.sf.freecol.common.sound.SoundPlayer.setMixer(MixerWrapper),1,1,2,2
net.sf.freecol.common.sound.SoundPlayer.setVolume(int),0,1,1,1
net.sf.freecol.common.sound.SoundPlayer.stop(),0,1,1,1
net.sf.freecol.common.sound.SoundTest.playSound(String),1,1,2,2
net.sf.freecol.common.sound.SoundTest.setUp(),2,1,3,3
net.sf.freecol.common.sound.SoundTest.tearDown(),0,1,1,1
net.sf.freecol.common.sound.SoundTest.testClassic(),0,1,1,1
net.sf.freecol.common.sound.SoundTest.testSound(),0,1,1,1
"net.sf.freecol.common.util.CachingFunction.CachingFunction(Function<T, R>)",0,1,1,1
net.sf.freecol.common.util.CachingFunction.apply(T),2,1,2,2
"net.sf.freecol.common.util.CollectionUtils.accumulateMap(Map<K, V>, Map<K, V>, BinaryOperator<V>)",0,1,1,1
"net.sf.freecol.common.util.CollectionUtils.accumulateToMap(Map<K, V>, K, V, BinaryOperator<V>)",2,1,2,2
"net.sf.freecol.common.util.CollectionUtils.all(Collection<T>, Predicate<? super T>)",1,1,2,2
"net.sf.freecol.common.util.CollectionUtils.all(Stream<T>, Predicate<? super T>)",1,1,2,2
"net.sf.freecol.common.util.CollectionUtils.all(T[], Predicate<? super T>)",1,1,2,2
net.sf.freecol.common.util.CollectionUtils.allSame(Collection<T>),4,4,1,4
"net.sf.freecol.common.util.CollectionUtils.all_internal(Stream<T>, Predicate<? super T>)",0,1,1,1
net.sf.freecol.common.util.CollectionUtils.alwaysTrue(),0,1,1,1
net.sf.freecol.common.util.CollectionUtils.any(Collection<T>),1,1,2,2
"net.sf.freecol.common.util.CollectionUtils.any(Collection<T>, Predicate<? super T>)",1,1,2,2
net.sf.freecol.common.util.CollectionUtils.any(Stream<T>),1,1,2,2
"net.sf.freecol.common.util.CollectionUtils.any(Stream<T>, Predicate<? super T>)",1,1,2,2
net.sf.freecol.common.util.CollectionUtils.any(T[]),1,1,1,2
"net.sf.freecol.common.util.CollectionUtils.any(T[], Predicate<? super T>)",0,1,1,1
"net.sf.freecol.common.util.CollectionUtils.any_internal(Stream<T>, Predicate<? super T>)",0,1,1,1
"net.sf.freecol.common.util.CollectionUtils.appendToMapList(Map<K, List<T>>, K, T)",2,1,3,3
net.sf.freecol.common.util.CollectionUtils.asMap(T...),1,1,2,2
"net.sf.freecol.common.util.CollectionUtils.cacheDouble(Function<T, Double>)",0,1,1,1
"net.sf.freecol.common.util.CollectionUtils.cacheInt(Function<T, Integer>)",0,1,1,1
"net.sf.freecol.common.util.CollectionUtils.cachingDoubleComparator(Function<T, Double>)",0,1,1,1
"net.sf.freecol.common.util.CollectionUtils.cachingIntComparator(Function<T, Integer>)",0,1,1,1
"net.sf.freecol.common.util.CollectionUtils.concat(Stream<T>, Stream<T>...)",4,1,4,4
net.sf.freecol.common.util.CollectionUtils.count(Collection<T>),1,1,2,2
"net.sf.freecol.common.util.CollectionUtils.count(Collection<T>, Predicate<? super T>)",0,1,1,1
net.sf.freecol.common.util.CollectionUtils.count(Stream<T>),1,1,2,2
"net.sf.freecol.common.util.CollectionUtils.count(Stream<T>, Predicate<? super T>)",1,1,2,2
net.sf.freecol.common.util.CollectionUtils.count(T[]),1,1,1,2
"net.sf.freecol.common.util.CollectionUtils.count(T[], Predicate<? super T>)",0,1,1,1
"net.sf.freecol.common.util.CollectionUtils.count_internal(Stream<T>, Predicate<? super T>)",0,1,1,1
"net.sf.freecol.common.util.CollectionUtils.dump(String, Collection<?>)",0,1,1,1
"net.sf.freecol.common.util.CollectionUtils.dump(String, Map<?, ?>)",1,1,2,2
"net.sf.freecol.common.util.CollectionUtils.dump(String, Stream<?>)",0,1,1,1
"net.sf.freecol.common.util.CollectionUtils.dump(String, T[])",0,1,1,1
"net.sf.freecol.common.util.CollectionUtils.dump_internal(String, Stream<?>)",1,1,2,2
net.sf.freecol.common.util.CollectionUtils.fileStream(File),2,1,4,4
"net.sf.freecol.common.util.CollectionUtils.fileStream(File, Predicate<? super File>)",0,1,1,1
"net.sf.freecol.common.util.CollectionUtils.find(Collection<T>, Predicate<? super T>)",0,1,1,1
"net.sf.freecol.common.util.CollectionUtils.find(Collection<T>, Predicate<? super T>, T)",0,1,1,1
"net.sf.freecol.common.util.CollectionUtils.find(Stream<T>, Predicate<? super T>)",1,1,2,2
"net.sf.freecol.common.util.CollectionUtils.find(Stream<T>, Predicate<? super T>, T)",1,1,2,2
"net.sf.freecol.common.util.CollectionUtils.find(T[], Predicate<? super T>)",0,1,1,1
"net.sf.freecol.common.util.CollectionUtils.find(T[], Predicate<? super T>, T)",0,1,1,1
"net.sf.freecol.common.util.CollectionUtils.find_internal(Stream<T>, Predicate<? super T>, T)",0,1,1,1
net.sf.freecol.common.util.CollectionUtils.first(Collection<T>),2,1,3,3
net.sf.freecol.common.util.CollectionUtils.first(Stream<T>),1,1,2,2
net.sf.freecol.common.util.CollectionUtils.first(T[]),2,1,2,3
"net.sf.freecol.common.util.CollectionUtils.first_internal(Stream<T>, T)",0,1,1,1
"net.sf.freecol.common.util.CollectionUtils.flatten(Collection<T>, Function<? super T, ? extends Stream<? extends R>>)",0,1,1,1
"net.sf.freecol.common.util.CollectionUtils.flatten(Collection<T>, Predicate<? super T>, Function<? super T, ? extends Stream<? extends R>>)",0,1,1,1
"net.sf.freecol.common.util.CollectionUtils.flatten(Stream<T>, Function<? super T, ? extends Stream<? extends R>>)",1,1,2,2
"net.sf.freecol.common.util.CollectionUtils.flatten(Stream<T>, Predicate<? super T>, Function<? super T, ? extends Stream<? extends R>>)",1,1,2,2
"net.sf.freecol.common.util.CollectionUtils.flatten(T[], Function<? super T, ? extends Stream<? extends R>>)",0,1,1,1
"net.sf.freecol.common.util.CollectionUtils.flatten(T[], Predicate<? super T>, Function<? super T, ? extends Stream<? extends R>>)",0,1,1,1
"net.sf.freecol.common.util.CollectionUtils.flatten_internal(Stream<T>, Predicate<? super T>, Function<? super T, ? extends Stream<? extends R>>)",0,1,1,1
"net.sf.freecol.common.util.CollectionUtils.forEach(Collection<T>, Consumer<? super T>)",2,1,4,4
"net.sf.freecol.common.util.CollectionUtils.forEach(Collection<T>, Predicate<? super T>, Consumer<? super T>)",2,1,4,4
"net.sf.freecol.common.util.CollectionUtils.forEach(Stream<T>, Consumer<? super T>)",2,1,2,3
"net.sf.freecol.common.util.CollectionUtils.forEach(Stream<T>, Predicate<? super T>, Consumer<? super T>)",2,1,2,3
"net.sf.freecol.common.util.CollectionUtils.forEach(T[], Consumer<? super T>)",2,1,2,3
"net.sf.freecol.common.util.CollectionUtils.forEach(T[], Predicate<? super T>, Consumer<? super T>)",2,1,2,3
"net.sf.freecol.common.util.CollectionUtils.forEachMapEntry(Map<K, V>, Consumer<Entry<K, V>>)",2,1,4,4
"net.sf.freecol.common.util.CollectionUtils.forEachMapEntry(Map<K, V>, Predicate<Entry<K, V>>, Consumer<Entry<K, V>>)",2,1,4,4
"net.sf.freecol.common.util.CollectionUtils.forEach_internal(Stream<T>, Predicate<? super T>, Consumer<? super T>)",0,1,1,1
net.sf.freecol.common.util.CollectionUtils.getPermutations(List<T>),10,3,2,5
"net.sf.freecol.common.util.CollectionUtils.incrementMapCount(Map<K, Integer>, K)",2,1,1,2
net.sf.freecol.common.util.CollectionUtils.isNotNull(),0,1,1,1
"net.sf.freecol.common.util.CollectionUtils.isNotNull(Function<? super T, V>)",0,1,1,1
net.sf.freecol.common.util.CollectionUtils.isNull(),0,1,1,1
"net.sf.freecol.common.util.CollectionUtils.isNull(Function<? super T, V>)",0,1,1,1
net.sf.freecol.common.util.CollectionUtils.iterable(Stream<T>),0,1,1,1
"net.sf.freecol.common.util.CollectionUtils.listEquals(List<T>, List<T>)",14,7,4,7
net.sf.freecol.common.util.CollectionUtils.makeUnmodifiableList(T...),1,1,2,2
"net.sf.freecol.common.util.CollectionUtils.makeUnmodifiableMap(K[], V[])",2,2,2,3
net.sf.freecol.common.util.CollectionUtils.makeUnmodifiableSet(T...),1,1,2,2
"net.sf.freecol.common.util.CollectionUtils.map(Collection<T>, Function<? super T, ? extends R>)",0,1,1,1
"net.sf.freecol.common.util.CollectionUtils.map(Stream<T>, Function<? super T, ? extends R>)",1,1,2,2
"net.sf.freecol.common.util.CollectionUtils.map(T[], Function<? super T, ? extends R>)",0,1,1,1
"net.sf.freecol.common.util.CollectionUtils.mapEntriesByKey(Map<K, V>)",0,1,1,1
"net.sf.freecol.common.util.CollectionUtils.mapEntriesByKey(Map<K, V>, Comparator<K>)",0,1,1,1
"net.sf.freecol.common.util.CollectionUtils.mapEntriesByValue(Map<K, V>)",0,1,1,1
"net.sf.freecol.common.util.CollectionUtils.mapEntriesByValue(Map<K, V>, Comparator<V>)",0,1,1,1
"net.sf.freecol.common.util.CollectionUtils.map_internal(Stream<T>, Function<? super T, ? extends R>)",0,1,1,1
"net.sf.freecol.common.util.CollectionUtils.matchKey(K, Function<T, K>)",0,1,1,1
net.sf.freecol.common.util.CollectionUtils.matchKey(T),0,1,1,1
"net.sf.freecol.common.util.CollectionUtils.matchKeyEquals(K, Function<T, K>)",0,1,1,1
net.sf.freecol.common.util.CollectionUtils.matchKeyEquals(T),0,1,1,1
"net.sf.freecol.common.util.CollectionUtils.max(Collection<T>, Predicate<? super T>, ToIntFunction<T>)",0,1,1,1
"net.sf.freecol.common.util.CollectionUtils.max(Collection<T>, ToIntFunction<T>)",0,1,1,1
"net.sf.freecol.common.util.CollectionUtils.max(Stream<T>, Predicate<? super T>, ToIntFunction<T>)",1,1,2,2
"net.sf.freecol.common.util.CollectionUtils.max(Stream<T>, ToIntFunction<T>)",1,1,2,2
"net.sf.freecol.common.util.CollectionUtils.max(T[], Predicate<? super T>, ToIntFunction<T>)",0,1,1,1
"net.sf.freecol.common.util.CollectionUtils.max(T[], ToIntFunction<T>)",0,1,1,1
"net.sf.freecol.common.util.CollectionUtils.max_internal(Stream<T>, Predicate<? super T>, ToIntFunction<T>)",0,1,1,1
"net.sf.freecol.common.util.CollectionUtils.maximize(Collection<T>, Comparator<? super T>)",0,1,1,1
"net.sf.freecol.common.util.CollectionUtils.maximize(Collection<T>, Predicate<? super T>, Comparator<? super T>)",0,1,1,1
"net.sf.freecol.common.util.CollectionUtils.maximize(Stream<T>, Comparator<? super T>)",1,1,2,2
"net.sf.freecol.common.util.CollectionUtils.maximize(Stream<T>, Predicate<? super T>, Comparator<? super T>)",1,1,2,2
"net.sf.freecol.common.util.CollectionUtils.maximize(T[], Comparator<? super T>)",0,1,1,1
"net.sf.freecol.common.util.CollectionUtils.maximize(T[], Predicate<? super T>, Comparator<? super T>)",0,1,1,1
"net.sf.freecol.common.util.CollectionUtils.maximize_internal(Stream<T>, Predicate<? super T>, Comparator<? super T>)",0,1,1,1
"net.sf.freecol.common.util.CollectionUtils.min(Collection<T>, Predicate<? super T>, ToIntFunction<T>)",0,1,1,1
"net.sf.freecol.common.util.CollectionUtils.min(Collection<T>, ToIntFunction<T>)",0,1,1,1
"net.sf.freecol.common.util.CollectionUtils.min(Stream<T>, Predicate<? super T>, ToIntFunction<T>)",1,1,2,2
"net.sf.freecol.common.util.CollectionUtils.min(Stream<T>, ToIntFunction<T>)",1,1,2,2
"net.sf.freecol.common.util.CollectionUtils.min(T[], Predicate<? super T>, ToIntFunction<T>)",0,1,1,1
"net.sf.freecol.common.util.CollectionUtils.min(T[], ToIntFunction<T>)",0,1,1,1
"net.sf.freecol.common.util.CollectionUtils.min_internal(Stream<T>, Predicate<? super T>, ToIntFunction<T>)",0,1,1,1
"net.sf.freecol.common.util.CollectionUtils.minimize(Collection<T>, Comparator<? super T>)",0,1,1,1
"net.sf.freecol.common.util.CollectionUtils.minimize(Collection<T>, Predicate<? super T>, Comparator<? super T>)",0,1,1,1
"net.sf.freecol.common.util.CollectionUtils.minimize(Stream<T>, Comparator<? super T>)",1,1,2,2
"net.sf.freecol.common.util.CollectionUtils.minimize(Stream<T>, Predicate<? super T>, Comparator<? super T>)",1,1,2,2
"net.sf.freecol.common.util.CollectionUtils.minimize(T[], Comparator<? super T>)",0,1,1,1
"net.sf.freecol.common.util.CollectionUtils.minimize(T[], Predicate<? super T>, Comparator<? super T>)",0,1,1,1
"net.sf.freecol.common.util.CollectionUtils.minimize_internal(Stream<T>, Predicate<? super T>, Comparator<? super T>)",0,1,1,1
net.sf.freecol.common.util.CollectionUtils.none(Collection<T>),1,1,2,2
"net.sf.freecol.common.util.CollectionUtils.none(Collection<T>, Predicate<? super T>)",0,1,1,1
net.sf.freecol.common.util.CollectionUtils.none(Stream<T>),1,1,2,2
"net.sf.freecol.common.util.CollectionUtils.none(Stream<T>, Predicate<? super T>)",1,1,2,2
net.sf.freecol.common.util.CollectionUtils.none(T[]),1,1,1,2
"net.sf.freecol.common.util.CollectionUtils.none(T[], Predicate<? super T>)",0,1,1,1
"net.sf.freecol.common.util.CollectionUtils.none_internal(Stream<T>, Predicate<? super T>)",0,1,1,1
"net.sf.freecol.common.util.CollectionUtils.product(Collection<T>, Predicate<? super T>, ToDoubleFunction<T>)",0,1,1,1
"net.sf.freecol.common.util.CollectionUtils.product(Collection<T>, ToDoubleFunction<T>)",0,1,1,1
"net.sf.freecol.common.util.CollectionUtils.product(Stream<T>, Predicate<? super T>, ToDoubleFunction<T>)",1,1,2,2
"net.sf.freecol.common.util.CollectionUtils.product(Stream<T>, ToDoubleFunction<T>)",1,1,2,2
"net.sf.freecol.common.util.CollectionUtils.product(T[], Predicate<? super T>, ToDoubleFunction<T>)",0,1,1,1
"net.sf.freecol.common.util.CollectionUtils.product(T[], ToDoubleFunction<T>)",0,1,1,1
"net.sf.freecol.common.util.CollectionUtils.product_internal(Stream<T>, Predicate<? super T>, ToDoubleFunction<T>)",0,1,1,1
"net.sf.freecol.common.util.CollectionUtils.removeInPlace(Collection<T>, Predicate<? super T>)",3,1,3,3
"net.sf.freecol.common.util.CollectionUtils.removeInPlace(Map<K, V>, Predicate<Entry<K, V>>)",3,1,3,3
net.sf.freecol.common.util.CollectionUtils.reverse(List<T>),2,2,2,3
"net.sf.freecol.common.util.CollectionUtils.rotate(List<T>, int)",8,2,4,6
net.sf.freecol.common.util.CollectionUtils.sort(Collection<T>),0,1,1,1
"net.sf.freecol.common.util.CollectionUtils.sort(Collection<T>, Comparator<? super T>)",0,1,1,1
net.sf.freecol.common.util.CollectionUtils.sort(Stream<T>),1,1,2,2
"net.sf.freecol.common.util.CollectionUtils.sort(Stream<T>, Comparator<? super T>)",1,1,2,2
net.sf.freecol.common.util.CollectionUtils.sort(T[]),0,1,1,1
"net.sf.freecol.common.util.CollectionUtils.sort(T[], Comparator<? super T>)",0,1,1,1
"net.sf.freecol.common.util.CollectionUtils.sort_internal(Stream<T>, Comparator<? super T>)",0,1,1,1
"net.sf.freecol.common.util.CollectionUtils.sum(Collection<T>, Predicate<? super T>, ToIntFunction<T>)",0,1,1,1
"net.sf.freecol.common.util.CollectionUtils.sum(Collection<T>, ToIntFunction<T>)",0,1,1,1
"net.sf.freecol.common.util.CollectionUtils.sum(Stream<T>, Predicate<? super T>, ToIntFunction<T>)",1,1,2,2
"net.sf.freecol.common.util.CollectionUtils.sum(Stream<T>, ToIntFunction<T>)",1,1,2,2
"net.sf.freecol.common.util.CollectionUtils.sum(T[], Predicate<? super T>, ToIntFunction<T>)",0,1,1,1
"net.sf.freecol.common.util.CollectionUtils.sum(T[], ToIntFunction<T>)",0,1,1,1
"net.sf.freecol.common.util.CollectionUtils.sumDouble(Collection<T>, Predicate<? super T>, ToDoubleFunction<T>)",0,1,1,1
"net.sf.freecol.common.util.CollectionUtils.sumDouble(Collection<T>, ToDoubleFunction<T>)",0,1,1,1
"net.sf.freecol.common.util.CollectionUtils.sumDouble(Stream<T>, Predicate<? super T>, ToDoubleFunction<T>)",1,1,2,2
"net.sf.freecol.common.util.CollectionUtils.sumDouble(Stream<T>, ToDoubleFunction<T>)",1,1,2,2
"net.sf.freecol.common.util.CollectionUtils.sumDouble(T[], Predicate<? super T>, ToDoubleFunction<T>)",0,1,1,1
"net.sf.freecol.common.util.CollectionUtils.sumDouble(T[], ToDoubleFunction<T>)",0,1,1,1
"net.sf.freecol.common.util.CollectionUtils.sumDouble_internal(Stream<T>, Predicate<? super T>, ToDoubleFunction<T>)",0,1,1,1
"net.sf.freecol.common.util.CollectionUtils.sum_internal(Stream<T>, Predicate<? super T>, ToIntFunction<T>)",0,1,1,1
net.sf.freecol.common.util.CollectionUtils.toAppendedList(),5,1,2,3
net.sf.freecol.common.util.CollectionUtils.toList(Collection<T>),0,1,1,1
net.sf.freecol.common.util.CollectionUtils.toList(Stream<T>),1,1,2,2
net.sf.freecol.common.util.CollectionUtils.toList(T[]),0,1,1,1
net.sf.freecol.common.util.CollectionUtils.toListNoNulls(),2,1,2,2
net.sf.freecol.common.util.CollectionUtils.toList_internal(Stream<T>),0,1,1,1
net.sf.freecol.common.util.CollectionUtils.toStream(Iterable<T>),0,1,1,1
net.sf.freecol.common.util.CollectionUtils.toStream(Iterator<T>),0,1,1,1
"net.sf.freecol.common.util.CollectionUtils.transform(Collection<T>, Predicate<? super T>)",0,1,1,1
"net.sf.freecol.common.util.CollectionUtils.transform(Collection<T>, Predicate<? super T>, Function<? super T, ? extends R>)",0,1,1,1
"net.sf.freecol.common.util.CollectionUtils.transform(Collection<T>, Predicate<? super T>, Function<? super T, ? extends R>, Collector<R, ?, C>)",0,1,1,1
"net.sf.freecol.common.util.CollectionUtils.transform(Collection<T>, Predicate<? super T>, Function<? super T, ? extends R>, Comparator<? super R>)",0,1,1,1
"net.sf.freecol.common.util.CollectionUtils.transform(Stream<T>, Predicate<? super T>)",1,1,2,2
"net.sf.freecol.common.util.CollectionUtils.transform(Stream<T>, Predicate<? super T>, Function<? super T, ? extends R>)",1,1,2,2
"net.sf.freecol.common.util.CollectionUtils.transform(Stream<T>, Predicate<? super T>, Function<? super T, ? extends R>, Collector<R, ?, C>)",1,1,2,2
"net.sf.freecol.common.util.CollectionUtils.transform(Stream<T>, Predicate<? super T>, Function<? super T, ? extends R>, Comparator<? super R>)",1,1,2,2
"net.sf.freecol.common.util.CollectionUtils.transform(T[], Predicate<? super T>)",0,1,1,1
"net.sf.freecol.common.util.CollectionUtils.transform(T[], Predicate<? super T>, Function<? super T, ? extends R>)",0,1,1,1
"net.sf.freecol.common.util.CollectionUtils.transform(T[], Predicate<? super T>, Function<? super T, ? extends R>, Collector<R, ?, C>)",0,1,1,1
"net.sf.freecol.common.util.CollectionUtils.transform(T[], Predicate<? super T>, Function<? super T, ? extends R>, Comparator<? super R>)",0,1,1,1
"net.sf.freecol.common.util.CollectionUtils.transform_internal(Stream<T>, Predicate<? super T>, Function<? super T, ? extends R>, Comparator<? super R>, Collector<R, ?, C>)",1,1,2,2
net.sf.freecol.common.util.ImageUtils.createBufferedImage(Image),1,2,1,2
"net.sf.freecol.common.util.ImageUtils.createBufferedImage(int, int)",2,2,2,2
"net.sf.freecol.common.util.ImageUtils.createCenteredImage(BufferedImage, Dimension)",0,1,1,1
"net.sf.freecol.common.util.ImageUtils.createCenteredImage(BufferedImage, int, int)",0,1,1,1
net.sf.freecol.common.util.ImageUtils.createGrayscaleImage(Image),1,2,1,2
net.sf.freecol.common.util.ImageUtils.createHalvedImage(Image),1,2,1,2
net.sf.freecol.common.util.ImageUtils.createMirroredImage(Image),1,2,1,2
"net.sf.freecol.common.util.ImageUtils.createResizedImage(Image, int, int)",0,1,1,1
"net.sf.freecol.common.util.ImageUtils.createResizedImage(Image, int, int, boolean)",1,1,2,2
"net.sf.freecol.common.util.ImageUtils.drawTiledImage(BufferedImage, Graphics, JComponent, Insets)",9,1,4,5
"net.sf.freecol.common.util.ImageUtils.fadeImage(Image, float, float)",0,1,1,1
"net.sf.freecol.common.util.ImageUtils.fillTexture(Graphics2D, BufferedImage, int, int, int, int)",0,1,1,1
"net.sf.freecol.common.util.ImageUtils.imageWithAlphaFromMask(BufferedImage, BufferedImage)",0,1,1,1
"net.sf.freecol.common.util.ImageUtils.wildcardDimension(Dimension, Dimension)",7,2,1,8
"net.sf.freecol.common.util.Introspector.Introspector(Class<?>, String)",2,2,2,3
"net.sf.freecol.common.util.Introspector.IntrospectorException.IntrospectorException(String, Throwable)",0,1,1,1
net.sf.freecol.common.util.Introspector.IntrospectorException.IntrospectorException(Throwable),0,1,1,1
"net.sf.freecol.common.util.Introspector.construct(Constructor<T>, Object[])",2,1,1,3
net.sf.freecol.common.util.Introspector.fromSnakeCase(String),1,1,2,2
net.sf.freecol.common.util.Introspector.getClassByName(String),1,1,1,2
"net.sf.freecol.common.util.Introspector.getConstructor(Class<T>, Class[])",1,1,1,2
net.sf.freecol.common.util.Introspector.getFromStringConverter(Class<?>),16,8,9,10
net.sf.freecol.common.util.Introspector.getGetMethod(),1,1,2,2
net.sf.freecol.common.util.Introspector.getMethodReturnType(Method),1,1,2,2
net.sf.freecol.common.util.Introspector.getSetMethod(Class<?>),1,1,2,2
net.sf.freecol.common.util.Introspector.getToStringConverter(Class<?>),1,1,2,2
net.sf.freecol.common.util.Introspector.getter(Object),17,3,7,8
"net.sf.freecol.common.util.Introspector.instantiate(Class<T>, Class[], Object[])",2,1,3,3
"net.sf.freecol.common.util.Introspector.instantiate(String, Class[], Object[])",1,1,1,2
"net.sf.freecol.common.util.Introspector.invokeMethod(Object, String, Class<T>)",0,1,1,1
"net.sf.freecol.common.util.Introspector.invokeVoidMethod(Object, String)",0,1,1,1
"net.sf.freecol.common.util.Introspector.setter(Object, String)",15,3,7,7
net.sf.freecol.common.util.LogBuilder.LogBuilder(int),1,1,1,2
net.sf.freecol.common.util.LogBuilder.add(Object...),1,1,2,2
"net.sf.freecol.common.util.LogBuilder.addCollection(String, Collection<T>)",5,1,4,4
"net.sf.freecol.common.util.LogBuilder.addInternal(StringBuilder, Object...)",7,1,4,4
net.sf.freecol.common.util.LogBuilder.addStackTrace(),1,1,2,2
net.sf.freecol.common.util.LogBuilder.grew(Object...),2,3,1,3
"net.sf.freecol.common.util.LogBuilder.log(Logger, Level)",2,1,5,5
net.sf.freecol.common.util.LogBuilder.mark(),1,1,2,2
net.sf.freecol.common.util.LogBuilder.o2s(Object),10,1,5,5
net.sf.freecol.common.util.LogBuilder.shrink(String),5,1,4,5
net.sf.freecol.common.util.LogBuilder.size(),1,1,2,2
net.sf.freecol.common.util.LogBuilder.toString(),1,1,2,2
net.sf.freecol.common.util.LogBuilder.truncate(int),2,1,3,3
"net.sf.freecol.common.util.LogBuilder.wide(int, Object...)",9,2,5,7
net.sf.freecol.common.util.OSUtils.getBrowserExecString(String),4,4,3,4
net.sf.freecol.common.util.OSUtils.getOperatingSystem(),0,1,1,1
net.sf.freecol.common.util.OSUtils.launchBrowser(String),3,1,3,3
net.sf.freecol.common.util.OSUtils.onMacOSX(),0,1,1,1
net.sf.freecol.common.util.OSUtils.onUnix(),0,1,1,1
net.sf.freecol.common.util.OSUtils.onWindows(),0,1,1,1
"net.sf.freecol.common.util.RandomChoice.RandomChoice(T, int)",0,1,1,1
net.sf.freecol.common.util.RandomChoice.getObject(),0,1,1,1
net.sf.freecol.common.util.RandomChoice.getProbability(),0,1,1,1
net.sf.freecol.common.util.RandomChoice.getTotalProbability(Collection<RandomChoice<T>>),0,1,1,1
"net.sf.freecol.common.util.RandomChoice.getWeightedRandom(Logger, String, Collection<RandomChoice<T>>, Random)",4,1,5,5
"net.sf.freecol.common.util.RandomChoice.getWeightedRandom(Logger, String, Stream<RandomChoice<T>>, Random)",1,1,2,2
"net.sf.freecol.common.util.RandomChoice.normalize(Collection<RandomChoice<T>>, int)",3,2,4,5
"net.sf.freecol.common.util.RandomChoice.select(Collection<RandomChoice<T>>, int)",4,4,3,4
"net.sf.freecol.common.util.RandomUtils.RandomIntCache.RandomIntCache(Logger, String, Random, int, int)",0,1,1,1
net.sf.freecol.common.util.RandomUtils.RandomIntCache.nextInt(),1,1,2,2
net.sf.freecol.common.util.RandomUtils.RandomIntCache.nextInt(int),0,1,1,1
net.sf.freecol.common.util.RandomUtils.RandomIntCache.refill(),0,1,1,1
"net.sf.freecol.common.util.RandomUtils.getRandomMember(Logger, String, List<T>, Random)",1,3,2,3
"net.sf.freecol.common.util.RandomUtils.getRandomMember(Logger, String, Stream<T>, Random)",1,1,2,2
