Lines of code metrics,Wed, 8 Nov 2023 04:59:54 WET
Method,CLOC,JLOC,LOC,NCLOC,RLOC
net.sf.freecol.server.model.ServerBuildingTest.testPartTraining(),7,5,36,29,3.80%
net.sf.freecol.server.model.ServerBuildingTest.testProductionBonus(),0,0,26,26,2.74%
net.sf.freecol.server.model.ServerBuildingTest.testSingleGuyTwoTeachers(),7,3,35,28,3.69%
net.sf.freecol.server.model.ServerBuildingTest.testSingleGuyTwoTeachers2(),7,4,47,40,4.96%
net.sf.freecol.server.model.ServerBuildingTest.testSonsOfLiberty(),3,3,23,20,2.43%
net.sf.freecol.server.model.ServerBuildingTest.testTeachIndenturedServants(),4,3,22,18,2.32%
net.sf.freecol.server.model.ServerBuildingTest.testTeachPettyCriminals(),4,3,24,20,2.53%
net.sf.freecol.server.model.ServerBuildingTest.testTeachPettyCriminalsByMaster(),4,4,23,19,2.43%
net.sf.freecol.server.model.ServerBuildingTest.testTeacherStoresProgress(),8,6,35,27,3.69%
net.sf.freecol.server.model.ServerBuildingTest.testTeachingDoublePromotion(),10,4,51,41,5.38%
net.sf.freecol.server.model.ServerBuildingTest.testTeachingOrder(),8,4,56,48,5.91%
net.sf.freecol.server.model.ServerBuildingTest.testTrackerBug1616384(),29,27,107,78,11.29%
net.sf.freecol.server.model.ServerBuildingTest.testTwoTeachersOfSameKind(),4,4,31,27,3.27%
net.sf.freecol.server.model.ServerBuildingTest.testTwoTeachersSimple(),1,0,43,42,4.54%
net.sf.freecol.server.model.ServerBuildingTest.testUniversity(),1,0,20,19,2.11%
"net.sf.freecol.server.model.ServerBuildingTest.trainForTurns(Colony, int)",0,0,5,5,0.53%
"net.sf.freecol.server.model.ServerColony.ServerColony(Game, Player, String, Tile)",8,8,41,29,5.14%
"net.sf.freecol.server.model.ServerColony.ServerColony(Game, String)",4,6,9,3,1.13%
net.sf.freecol.server.model.ServerColony.buildBuilding(Building),4,6,14,8,1.76%
"net.sf.freecol.server.model.ServerColony.csAddConvert(Unit, ChangeSet)",6,6,28,22,3.51%
"net.sf.freecol.server.model.ServerColony.csBuildBuilding(BuildQueue<? extends BuildableType>, ChangeSet)",8,7,40,33,5.02%
"net.sf.freecol.server.model.ServerColony.csBuildUnit(BuildQueue<? extends BuildableType>, Random, ChangeSet)",5,8,32,24,4.02%
"net.sf.freecol.server.model.ServerColony.csChangeOwner(Player, boolean, String, ChangeSet)",23,10,56,33,7.03%
"net.sf.freecol.server.model.ServerColony.csEquipForRole(Unit, Role, int, Random, ChangeSet)",5,10,22,12,2.76%
"net.sf.freecol.server.model.ServerColony.csEvictUsers(Unit, ChangeSet)",8,7,26,19,3.26%
"net.sf.freecol.server.model.ServerColony.csFreeBuilding(BuildingType, ChangeSet)",8,8,24,15,3.01%
"net.sf.freecol.server.model.ServerColony.csNewTurn(Random, LogBuilder, ChangeSet)",47,9,254,208,31.87%
"net.sf.freecol.server.model.ServerColony.csNewTurnWarnings(Random, LogBuilder, ChangeSet)",26,12,132,103,16.56%
"net.sf.freecol.server.model.ServerColony.csNextBuildable(BuildQueue<? extends BuildableType>, ChangeSet)",8,8,55,45,6.90%
net.sf.freecol.server.model.ServerColony.destroyBuilding(Building),4,6,15,9,1.88%
"net.sf.freecol.server.model.ServerColony.ejectUnits(WorkLocation, List<Unit>)",7,12,27,15,3.39%
net.sf.freecol.server.model.ServerColony.neededForBuildableType(GoodsType),5,7,15,8,1.88%
net.sf.freecol.server.model.ServerColonyTest.testAvoidStarvation(),0,0,31,31,9.94%
net.sf.freecol.server.model.ServerColonyTest.testBuildingCompletion(),4,3,20,16,6.41%
net.sf.freecol.server.model.ServerColonyTest.testDeathByStarvation(),0,0,31,31,9.94%
net.sf.freecol.server.model.ServerColonyTest.testEqualFoodProductionConsumptionCase(),4,0,24,20,7.69%
net.sf.freecol.server.model.ServerColonyTest.testFoodConsumption(),1,0,19,18,6.09%
net.sf.freecol.server.model.ServerColonyTest.testInvalidCompletion(),5,3,32,27,10.26%
net.sf.freecol.server.model.ServerColonyTest.testLibertyAndImmigration(),0,0,50,50,16.03%
net.sf.freecol.server.model.ServerColonyTest.testNoBuildingMaterialsProductionWhenBuildingNothing(),1,0,24,23,7.69%
"net.sf.freecol.server.model.ServerColonyTile.ServerColonyTile(Game, Colony, Tile)",4,8,11,3,13.41%
"net.sf.freecol.server.model.ServerColonyTile.ServerColonyTile(Game, String)",4,6,9,3,10.98%
"net.sf.freecol.server.model.ServerColonyTile.csNewTurn(Random, LogBuilder, ChangeSet)",4,7,31,24,37.80%
"net.sf.freecol.server.model.ServerColonyTile.expendResource(Tile, GoodsType, UnitType)",8,11,24,13,29.27%
"net.sf.freecol.server.model.ServerEurope.ServerEurope(Game, Player)",4,7,10,3,4.27%
"net.sf.freecol.server.model.ServerEurope.ServerEurope(Game, String)",4,6,9,3,3.85%
"net.sf.freecol.server.model.ServerEurope.csEquipForRole(Unit, Role, int, Random, ChangeSet)",4,10,23,13,9.83%
"net.sf.freecol.server.model.ServerEurope.csNewTurn(Random, LogBuilder, ChangeSet)",6,9,17,8,7.26%
"net.sf.freecol.server.model.ServerEurope.equipForRole(Unit, Role, int)",7,3,34,27,14.53%
"net.sf.freecol.server.model.ServerEurope.extractRecruitable(int, Random)",10,11,35,22,14.96%
net.sf.freecol.server.model.ServerEurope.fillRecruitables(Random),4,5,13,8,5.56%
"net.sf.freecol.server.model.ServerEurope.generateFountainRecruits(int, Random)",7,9,21,12,8.97%
net.sf.freecol.server.model.ServerEurope.generateRecruitablesList(),4,5,13,8,5.56%
"net.sf.freecol.server.model.ServerEurope.increasePrice(UnitType, int)",4,6,18,12,7.69%
net.sf.freecol.server.model.ServerEurope.increaseRecruitmentDifficulty(),3,3,8,5,3.42%
net.sf.freecol.server.model.ServerEurope.initializeMigration(Random),5,6,13,7,5.56%
net.sf.freecol.server.model.ServerEurope.replaceRecruits(Random),4,6,13,7,5.56%
net.sf.freecol.server.model.ServerGame.ServerGame(Specification),6,7,10,3,1.64%
"net.sf.freecol.server.model.ServerGame.ServerGame(Specification, FreeColXMLReader)",7,10,15,5,2.46%
"net.sf.freecol.server.model.ServerGame.ServerGame(Specification, Random)",7,9,15,6,2.46%
"net.sf.freecol.server.model.ServerGame.changeAI(Player, boolean)",4,6,10,4,1.64%
net.sf.freecol.server.model.ServerGame.checkForWinner(),4,5,24,19,3.94%
"net.sf.freecol.server.model.ServerGame.csAcceptTrade(DiplomaticTrade, Unit, Settlement, ChangeSet)",21,13,180,158,29.56%
"net.sf.freecol.server.model.ServerGame.csNewTurn(Random, LogBuilder, ChangeSet)",7,7,22,12,3.61%
net.sf.freecol.server.model.ServerGame.csNextTurn(ChangeSet),4,5,17,12,2.79%
"net.sf.freecol.server.model.ServerGame.csSpanishSuccession(ChangeSet, LogBuilder, Event)",20,12,103,88,16.91%
net.sf.freecol.server.model.ServerGame.equals(Object),7,3,11,4,1.81%
net.sf.freecol.server.model.ServerGame.establishUnknownEnemy(),4,5,13,8,2.13%
net.sf.freecol.server.model.ServerGame.getConnectedPlayers(Player...),8,10,17,7,2.79%
net.sf.freecol.server.model.ServerGame.getNextId(),3,3,9,6,1.48%
net.sf.freecol.server.model.ServerGame.hashCode(),3,3,7,4,1.15%
net.sf.freecol.server.model.ServerGame.isNextPlayerInNewTurn(),4,5,10,5,1.64%
net.sf.freecol.server.model.ServerGame.randomize(Random),4,5,8,3,1.31%
"net.sf.freecol.server.model.ServerGame.sendTo(Player, ChangeSet)",8,7,20,9,3.28%
net.sf.freecol.server.model.ServerGame.sendToAll(ChangeSet),4,5,8,3,1.31%
"net.sf.freecol.server.model.ServerGame.sendToList(List<Player>, ChangeSet)",4,6,9,3,1.48%
"net.sf.freecol.server.model.ServerGame.sendToOthers(Player, ChangeSet)",4,6,9,3,1.48%
"net.sf.freecol.server.model.ServerGame.spanishSuccessionReady(Event, List<Player>, LogBuilder)",8,8,49,38,8.05%
net.sf.freecol.server.model.ServerGame.updatePlayers(List<? extends Player>),4,5,10,5,1.64%
"net.sf.freecol.server.model.ServerIndianSettlement.ServerIndianSettlement(Game, Player, String, Tile, boolean, UnitType, Unit)",4,12,24,12,4.88%
"net.sf.freecol.server.model.ServerIndianSettlement.ServerIndianSettlement(Game, Player, Tile, IndianSettlement)",7,8,35,26,7.11%
"net.sf.freecol.server.model.ServerIndianSettlement.ServerIndianSettlement(Game, String)",4,6,9,3,1.83%
net.sf.freecol.server.model.ServerIndianSettlement.addUnits(Random),7,8,16,8,3.25%
net.sf.freecol.server.model.ServerIndianSettlement.addUnits(int),4,5,16,11,3.25%
"net.sf.freecol.server.model.ServerIndianSettlement.changeAlarm(Player, int)",6,10,21,11,4.27%
"net.sf.freecol.server.model.ServerIndianSettlement.consumeGoods(GoodsType, int)",4,6,12,6,2.44%
"net.sf.freecol.server.model.ServerIndianSettlement.csChangeAlarm(Player, int, boolean, ChangeSet)",9,14,28,13,5.69%
"net.sf.freecol.server.model.ServerIndianSettlement.csChangeMissionary(Unit, ChangeSet)",19,9,43,31,8.74%
"net.sf.freecol.server.model.ServerIndianSettlement.csCheckTension(Player, Level, ChangeSet)",7,7,29,19,5.89%
"net.sf.freecol.server.model.ServerIndianSettlement.csEquipForRole(Unit, Role, int, Random, ChangeSet)",4,10,18,8,3.66%
"net.sf.freecol.server.model.ServerIndianSettlement.csKillMissionary(Boolean, ChangeSet)",5,7,31,23,6.30%
"net.sf.freecol.server.model.ServerIndianSettlement.csModifyAlarm(Player, int, boolean, ChangeSet)",10,14,24,10,4.88%
"net.sf.freecol.server.model.ServerIndianSettlement.csNewTurn(Random, LogBuilder, ChangeSet)",22,7,82,61,16.67%
"net.sf.freecol.server.model.ServerIndianSettlement.csStartTurn(Random, ChangeSet)",10,6,41,29,8.33%
net.sf.freecol.server.model.ServerIndianSettlement.removeAlarm(Player),7,8,14,6,2.85%
"net.sf.freecol.server.model.ServerIndianSettlement.setAlarm(Player, Tension)",6,8,15,7,3.05%
net.sf.freecol.server.model.ServerIndianSettlement.updateMostHated(),8,9,21,12,4.27%
net.sf.freecol.server.model.ServerIndianSettlementTest.testFoodConsumption(),0,0,13,13,7.51%
net.sf.freecol.server.model.ServerIndianSettlementTest.testHorseBreeding(),4,0,27,23,15.61%
net.sf.freecol.server.model.ServerIndianSettlementTest.testHorseBreedingNoFoodAvail(),5,0,30,25,17.34%
net.sf.freecol.server.model.ServerIndianSettlementTest.testPricing(),9,0,81,72,46.82%
"net.sf.freecol.server.model.ServerPlayer.ServerPlayer(Game, Connection)",5,7,11,4,0.26%
"net.sf.freecol.server.model.ServerPlayer.ServerPlayer(Game, String)",4,6,9,3,0.21%
"net.sf.freecol.server.model.ServerPlayer.ServerPlayer(Game, boolean, Nation)",4,7,12,5,0.28%
net.sf.freecol.server.model.ServerPlayer.addExtraTrade(AbstractGoods),4,5,8,3,0.19%
net.sf.freecol.server.model.ServerPlayer.addHistory(HistoryEvent),4,5,9,4,0.21%
net.sf.freecol.server.model.ServerPlayer.addStanceChange(Player),4,5,8,3,0.19%
"net.sf.freecol.server.model.ServerPlayer.buyInEurope(Random, GoodsContainer, GoodsType, int)",7,10,39,26,0.92%
net.sf.freecol.server.model.ServerPlayer.canRecruitFoundingFather(),4,5,21,16,0.50%
net.sf.freecol.server.model.ServerPlayer.checkForDeath(),31,5,123,93,2.91%
net.sf.freecol.server.model.ServerPlayer.checkForREFDefeat(),14,5,46,33,1.09%
net.sf.freecol.server.model.ServerPlayer.checkFoundingFather(),4,5,19,14,0.45%
net.sf.freecol.server.model.ServerPlayer.collectNewTiles(Collection<Tile>),5,7,11,4,0.26%
net.sf.freecol.server.model.ServerPlayer.collectNewTiles(Stream<Tile>),5,7,11,4,0.26%
"net.sf.freecol.server.model.ServerPlayer.collectNewTiles(Tile, int)",5,8,11,3,0.26%
"net.sf.freecol.server.model.ServerPlayer.createUnits(List<AbstractUnit>, Location, Random)",9,14,43,29,1.02%
"net.sf.freecol.server.model.ServerPlayer.csAddFoundingFather(FoundingFather, Random, ChangeSet)",23,7,146,127,3.46%
"net.sf.freecol.server.model.ServerPlayer.csAddMercenaries(List<AbstractUnit>, int, Random, ChangeSet)",9,8,46,38,1.09%
"net.sf.freecol.server.model.ServerPlayer.csApplyDisaster(Random, Colony, Disaster, ChangeSet)",12,14,170,155,4.02%
"net.sf.freecol.server.model.ServerPlayer.csAutoequipUnit(Unit, Settlement, ChangeSet)",4,7,16,9,0.38%
"net.sf.freecol.server.model.ServerPlayer.csBombardEnemyShips(Random, ChangeSet)",10,6,26,14,0.62%
"net.sf.freecol.server.model.ServerPlayer.csBurnMissions(Unit, IndianSettlement, ChangeSet)",7,7,27,17,0.64%
"net.sf.freecol.server.model.ServerPlayer.csCaptureAutoEquip(Unit, Unit, ChangeSet)",4,7,13,6,0.31%
"net.sf.freecol.server.model.ServerPlayer.csCaptureColony(Unit, ServerColony, Random, ChangeSet)",15,8,68,52,1.61%
"net.sf.freecol.server.model.ServerPlayer.csCaptureConvert(Unit, IndianSettlement, Random, ChangeSet)",6,8,33,25,0.78%
"net.sf.freecol.server.model.ServerPlayer.csCaptureEquip(Unit, Unit, ChangeSet)",4,7,12,5,0.28%
"net.sf.freecol.server.model.ServerPlayer.csCaptureEquipment(Unit, Unit, Role, ChangeSet)",12,8,45,30,1.07%
"net.sf.freecol.server.model.ServerPlayer.csCaptureUnit(Unit, Unit, ChangeSet)",13,7,52,39,1.23%
"net.sf.freecol.server.model.ServerPlayer.csChangeOwner(Unit, Player, String, Location, ChangeSet)",14,15,66,50,1.56%
"net.sf.freecol.server.model.ServerPlayer.csChangeStance(Stance, Player, boolean, ChangeSet)",6,9,61,52,1.44%
"net.sf.freecol.server.model.ServerPlayer.csClaimLand(Tile, Settlement, int, ChangeSet)",8,9,38,27,0.90%
"net.sf.freecol.server.model.ServerPlayer.csCombat(FreeColGameObject, FreeColGameObject, List<CombatEffectType>, Random, ChangeSet)",42,9,495,455,11.72%
"net.sf.freecol.server.model.ServerPlayer.csCompleteNativeDemand(ServerPlayer, Unit, Colony, GoodsType, int, IndianDemandAction, ChangeSet)",6,11,49,36,1.16%
"net.sf.freecol.server.model.ServerPlayer.csContact(Player, ChangeSet)",7,7,29,21,0.69%
"net.sf.freecol.server.model.ServerPlayer.csDamageBuilding(Building, ChangeSet)",16,10,41,29,0.97%
"net.sf.freecol.server.model.ServerPlayer.csDamageColonyShips(Unit, Colony, ChangeSet)",4,7,31,24,0.73%
"net.sf.freecol.server.model.ServerPlayer.csDamageShip(Unit, Location, ChangeSet)",9,7,25,16,0.59%
"net.sf.freecol.server.model.ServerPlayer.csDamageShipAttack(Unit, Unit, ChangeSet)",4,7,34,27,0.80%
"net.sf.freecol.server.model.ServerPlayer.csDamageShipBombard(Settlement, Unit, ChangeSet)",4,7,36,29,0.85%
"net.sf.freecol.server.model.ServerPlayer.csDemoteUnit(Unit, Unit, ChangeSet)",7,7,47,40,1.11%
"net.sf.freecol.server.model.ServerPlayer.csDestroyColony(Unit, Colony, Random, ChangeSet)",7,8,48,37,1.14%
"net.sf.freecol.server.model.ServerPlayer.csDestroySettlement(Unit, IndianSettlement, Random, ChangeSet)",10,8,71,58,1.68%
"net.sf.freecol.server.model.ServerPlayer.csDiplomacy(DiplomacySession, DiplomaticTrade, ChangeSet)",4,7,25,18,0.59%
"net.sf.freecol.server.model.ServerPlayer.csDisposeSettlement(Settlement, ChangeSet)",20,8,59,42,1.40%
"net.sf.freecol.server.model.ServerPlayer.csEmigrate(int, MigrationType, Random, ChangeSet)",9,8,56,44,1.33%
net.sf.freecol.server.model.ServerPlayer.csEndTurn(ChangeSet),17,5,25,7,0.59%
"net.sf.freecol.server.model.ServerPlayer.csEuropeanFirstContact(Unit, Settlement, Unit, ChangeSet)",7,9,40,30,0.95%
"net.sf.freecol.server.model.ServerPlayer.csEvadeAttack(Unit, Unit, ChangeSet)",4,7,31,24,0.73%
"net.sf.freecol.server.model.ServerPlayer.csEvadeBombard(Settlement, Unit, ChangeSet)",4,7,31,24,0.73%
net.sf.freecol.server.model.ServerPlayer.csFlushMarket(ChangeSet),4,6,21,15,0.50%
"net.sf.freecol.server.model.ServerPlayer.csFlushMarket(GoodsType, ChangeSet)",6,7,20,11,0.47%
net.sf.freecol.server.model.ServerPlayer.csKill(ChangeSet),22,8,82,65,1.94%
"net.sf.freecol.server.model.ServerPlayer.csLootShip(Unit, Unit, ChangeSet)",4,7,19,12,0.45%
"net.sf.freecol.server.model.ServerPlayer.csLoseAutoEquip(Unit, Unit, ChangeSet)",8,7,42,31,0.99%
"net.sf.freecol.server.model.ServerPlayer.csLoseEquip(Unit, Unit, ChangeSet)",5,7,70,62,1.66%
"net.sf.freecol.server.model.ServerPlayer.csLoseLocation(Location, ChangeSet)",5,7,22,15,0.52%
"net.sf.freecol.server.model.ServerPlayer.csMercenaries(int, List<AbstractUnit>, MonarchAction, Random, ChangeSet)",4,9,24,15,0.57%
"net.sf.freecol.server.model.ServerPlayer.csModifyTension(Player, int, ChangeSet)",6,9,12,3,0.28%
"net.sf.freecol.server.model.ServerPlayer.csModifyTension(Player, int, Settlement, ChangeSet)",9,11,28,15,0.66%
"net.sf.freecol.server.model.ServerPlayer.csNativeFirstContact(Player, Tile, ChangeSet)",7,9,25,13,0.59%
"net.sf.freecol.server.model.ServerPlayer.csNaturalDisasters(Random, ChangeSet, int)",7,7,38,28,0.90%
"net.sf.freecol.server.model.ServerPlayer.csNewTurn(Random, LogBuilder, ChangeSet)",21,7,138,121,3.27%
"net.sf.freecol.server.model.ServerPlayer.csPayUpkeep(Random, ChangeSet)",6,6,47,39,1.11%
"net.sf.freecol.server.model.ServerPlayer.csPillageColony(Unit, Colony, Random, ChangeSet)",6,8,75,65,1.78%
"net.sf.freecol.server.model.ServerPlayer.csPromoteUnit(Unit, ChangeSet)",6,6,23,17,0.54%
"net.sf.freecol.server.model.ServerPlayer.csRaiseTax(int, Goods, boolean, ChangeSet)",9,8,61,51,1.44%
"net.sf.freecol.server.model.ServerPlayer.csSeeNewTiles(Collection<? extends Tile>, ChangeSet)",5,7,12,5,0.28%
"net.sf.freecol.server.model.ServerPlayer.csSetTax(int, ChangeSet)",7,9,18,9,0.43%
"net.sf.freecol.server.model.ServerPlayer.csSinkColonyShips(Unit, Colony, ChangeSet)",4,7,27,20,0.64%
"net.sf.freecol.server.model.ServerPlayer.csSinkShip(Unit, Player, ChangeSet)",6,7,17,10,0.40%
"net.sf.freecol.server.model.ServerPlayer.csSinkShipAttack(Unit, Unit, ChangeSet)",4,7,32,25,0.76%
"net.sf.freecol.server.model.ServerPlayer.csSinkShipBombard(Settlement, Unit, ChangeSet)",4,7,32,25,0.76%
"net.sf.freecol.server.model.ServerPlayer.csSlaughterUnit(Unit, Unit, ChangeSet)",11,7,59,47,1.40%
"net.sf.freecol.server.model.ServerPlayer.csStartTurn(Random, ChangeSet)",27,6,127,103,3.01%
"net.sf.freecol.server.model.ServerPlayer.csWithdraw(ChangeSet, ModelMessage, HistoryEvent)",8,12,29,17,0.69%
"net.sf.freecol.server.model.ServerPlayer.csYearlyGoodsAdjust(Random, ChangeSet)",11,10,41,28,0.97%
net.sf.freecol.server.model.ServerPlayer.exploreForSettlement(Settlement),7,9,15,6,0.36%
net.sf.freecol.server.model.ServerPlayer.exploreForUnit(Unit),5,8,14,6,0.33%
net.sf.freecol.server.model.ServerPlayer.exploreMap(boolean),6,6,19,13,0.45%
net.sf.freecol.server.model.ServerPlayer.exploreTile(Tile),7,9,14,5,0.33%
net.sf.freecol.server.model.ServerPlayer.exploreTiles(Collection<? extends Tile>),5,8,12,4,0.28%
net.sf.freecol.server.model.ServerPlayer.flushExtraTrades(Random),4,5,11,6,0.26%
"net.sf.freecol.server.model.ServerPlayer.getBuildingForEffect(Colony, Effect, Random)",0,0,8,8,0.19%
net.sf.freecol.server.model.ServerPlayer.getConnection(),3,3,7,4,0.17%
net.sf.freecol.server.model.ServerPlayer.getFreeBuildingTypes(),6,7,14,7,0.33%
net.sf.freecol.server.model.ServerPlayer.getRandomFoundingFathers(Random),7,7,38,29,0.90%
net.sf.freecol.server.model.ServerPlayer.getRemainingEmigrants(),0,0,3,3,0.07%
net.sf.freecol.server.model.ServerPlayer.getSlaughterTension(Unit),6,6,23,16,0.54%
"net.sf.freecol.server.model.ServerPlayer.getUnitForEffect(Colony, Effect, Random)",0,0,7,7,0.17%
net.sf.freecol.server.model.ServerPlayer.hasExplored(Tile),5,8,12,4,0.28%
net.sf.freecol.server.model.ServerPlayer.ignoreMercenaries(ChangeSet),5,6,11,5,0.26%
"net.sf.freecol.server.model.ServerPlayer.ignoreTax(int, Goods, ChangeSet)",5,8,15,7,0.36%
"net.sf.freecol.server.model.ServerPlayer.initialize(Game, boolean, Nation)",20,9,62,41,1.47%
"net.sf.freecol.server.model.ServerPlayer.loadShips(List<Unit>, List<Unit>, Random)",15,18,48,30,1.14%
net.sf.freecol.server.model.ServerPlayer.makeTeaPartyModifier(),6,7,18,11,0.43%
net.sf.freecol.server.model.ServerPlayer.newTradeRoute(),4,5,11,6,0.26%
"net.sf.freecol.server.model.ServerPlayer.propagateToEuropeanMarkets(GoodsType, int, Random)",10,8,28,16,0.66%
net.sf.freecol.server.model.ServerPlayer.randomizeGame(Random),10,5,51,41,1.21%
"net.sf.freecol.server.model.ServerPlayer.reassignTiles(Collection<Tile>, Settlement)",18,11,72,52,1.70%
"net.sf.freecol.server.model.ServerPlayer.sellInEurope(Random, GoodsContainer, GoodsType, int)",21,10,60,33,1.42%
net.sf.freecol.server.model.ServerPlayer.send(ChangeSet),3,3,14,11,0.33%
net.sf.freecol.server.model.ServerPlayer.setConnection(Connection),3,3,7,4,0.17%
net.sf.freecol.server.model.ServerPlayer.setRemainingEmigrants(int),0,0,3,3,0.07%
net.sf.freecol.server.model.ServerPlayer.toString(),3,3,11,8,0.26%
net.sf.freecol.server.model.ServerPlayer.updateCurrentFather(FoundingFather),4,5,13,8,0.31%
net.sf.freecol.server.model.ServerPlayer.updateScore(),16,17,46,29,1.09%
"net.sf.freecol.server.model.ServerPlayerTest.buyUntilPriceRise(Game, ServerPlayer, GoodsType)",4,0,22,18,6.08%
"net.sf.freecol.server.model.ServerPlayerTest.sellUntilPriceDrop(Game, ServerPlayer, GoodsType)",4,4,18,14,4.97%
net.sf.freecol.server.model.ServerPlayerTest.tearDown(),0,0,5,5,1.38%
net.sf.freecol.server.model.ServerPlayerTest.testBuyingMakesPricesRaise(),0,0,13,13,3.59%
net.sf.freecol.server.model.ServerPlayerTest.testCheckGameOver1600Threshold(),0,0,19,19,5.25%
net.sf.freecol.server.model.ServerPlayerTest.testCheckGameOverNoUnits(),0,0,9,9,2.49%
net.sf.freecol.server.model.ServerPlayerTest.testCheckGameOverUnitsGoingToEurope(),0,0,22,22,6.08%
net.sf.freecol.server.model.ServerPlayerTest.testCheckGameOverUnitsGoingToNewWorld(),0,0,22,22,6.08%
net.sf.freecol.server.model.ServerPlayerTest.testCheckNoGameOverEnoughMoney(),0,0,8,8,2.21%
net.sf.freecol.server.model.ServerPlayerTest.testCheckNoGameOverHasColonistInNewWorld(),0,0,10,10,2.76%
net.sf.freecol.server.model.ServerPlayerTest.testDutchMarket(),6,4,26,22,7.18%
net.sf.freecol.server.model.ServerPlayerTest.testHasExploredTile(),0,0,24,24,6.63%
net.sf.freecol.server.model.ServerPlayerTest.testLoadInColony(),6,0,39,33,10.77%
net.sf.freecol.server.model.ServerPlayerTest.testLoadInEurope(),5,0,29,24,8.01%
net.sf.freecol.server.model.ServerPlayerTest.testMarketRecovery(),13,5,64,51,17.68%
net.sf.freecol.server.model.ServerPlayerTest.testSellingMakesPricesFall(),0,0,10,10,2.76%
"net.sf.freecol.server.model.ServerRegion.ServerRegion(Game, Region)",5,6,18,12,3.88%
"net.sf.freecol.server.model.ServerRegion.ServerRegion(Game, RegionType)",4,6,11,5,2.37%
"net.sf.freecol.server.model.ServerRegion.ServerRegion(Game, String)",4,6,9,3,1.94%
"net.sf.freecol.server.model.ServerRegion.ServerRegion(Game, String, RegionType, Region)",4,8,22,14,4.74%
"net.sf.freecol.server.model.ServerRegion.ServerRegion(Map, String, RegionType, Region)",4,8,13,5,2.80%
net.sf.freecol.server.model.ServerRegion.addTile(Tile),4,5,15,10,3.23%
net.sf.freecol.server.model.ServerRegion.containsCenter(ServerRegion),4,6,10,4,2.16%
"net.sf.freecol.server.model.ServerRegion.csDiscover(Player, Unit, Turn, String, ChangeSet)",4,9,24,15,5.17%
"net.sf.freecol.server.model.ServerRegion.fillOcean(Map, Tile, ServerRegion, Rectangle)",4,9,34,25,7.33%
net.sf.freecol.server.model.ServerRegion.getBounds(),4,5,8,3,1.72%
net.sf.freecol.server.model.ServerRegion.getCenter(),4,5,9,4,1.94%
net.sf.freecol.server.model.ServerRegion.getSize(),4,5,8,3,1.72%
net.sf.freecol.server.model.ServerRegion.isGeographic(),4,5,8,3,1.72%
"net.sf.freecol.server.model.ServerRegion.requireFixedRegions(Map, LogBuilder)",30,7,243,212,52.37%
net.sf.freecol.server.model.ServerRegion.setSize(int),4,5,8,3,1.72%
net.sf.freecol.server.model.ServerRegion.toString(),3,3,12,9,2.59%
"net.sf.freecol.server.model.ServerUnit.ServerUnit(Game, Location, Player, UnitType)",7,11,15,4,1.50%
"net.sf.freecol.server.model.ServerUnit.ServerUnit(Game, Location, Player, UnitType, Role)",12,12,56,42,5.59%
"net.sf.freecol.server.model.ServerUnit.ServerUnit(Game, Location, Unit)",11,14,35,21,3.49%
"net.sf.freecol.server.model.ServerUnit.ServerUnit(Game, String)",4,6,9,3,0.90%
"net.sf.freecol.server.model.ServerUnit.csActivateSentries(Tile, ChangeSet)",4,6,13,7,1.30%
"net.sf.freecol.server.model.ServerUnit.csCheckDiscoverRegion(Tile, ChangeSet)",4,6,16,10,1.60%
"net.sf.freecol.server.model.ServerUnit.csEmbark(Unit, ChangeSet)",8,6,29,22,2.89%
"net.sf.freecol.server.model.ServerUnit.csExploreLostCityRumour(Random, ChangeSet)",27,7,211,193,21.06%
"net.sf.freecol.server.model.ServerUnit.csImproveTile(Random, ChangeSet)",19,8,81,64,8.08%
"net.sf.freecol.server.model.ServerUnit.csMove(Tile, Random, ChangeSet)",31,7,129,104,12.87%
net.sf.freecol.server.model.ServerUnit.csNativeBurialGround(ChangeSet),5,5,19,14,1.90%
"net.sf.freecol.server.model.ServerUnit.csNewContactCheck(Tile, boolean, ChangeSet)",15,7,81,67,8.08%
"net.sf.freecol.server.model.ServerUnit.csNewTurn(Random, LogBuilder, ChangeSet)",17,7,179,166,17.86%
"net.sf.freecol.server.model.ServerUnit.csRemove(See, Location, ChangeSet)",4,7,13,6,1.30%
net.sf.freecol.server.model.ServerUnit.csRepairUnit(ChangeSet),4,5,22,17,2.20%
"net.sf.freecol.server.model.ServerUnit.csVisit(ServerPlayer, IndianSettlement, int, ChangeSet)",11,16,33,15,3.29%
"net.sf.freecol.server.model.ServerUnit.getSlowedBy(Tile, Random)",7,8,54,44,5.39%
"net.sf.freecol.server.model.ServerUnitTest.hasImprovement(Tile, TileImprovementType)",4,8,16,8,4.09%
net.sf.freecol.server.model.ServerUnitTest.testColonyProfitFromEnhancement(),13,0,63,50,16.11%
net.sf.freecol.server.model.ServerUnitTest.testDoAssignedWorkHardyPioneerBuildRoad(),14,7,69,55,17.65%
net.sf.freecol.server.model.ServerUnitTest.testDoAssignedWorkHardyPioneerPlowPlain(),9,3,39,30,9.97%
net.sf.freecol.server.model.ServerUnitTest.testExposeResource(),9,0,35,26,8.95%
net.sf.freecol.server.model.ServerUnitTest.testToggleHorses(),1,0,18,17,4.60%
net.sf.freecol.server.model.ServerUnitTest.testUnitGetsExperienceThroughWork(),2,0,21,19,5.37%
